// Note : ลฐ(ID)ฟอ ณปฟ๋ภบ นตๅฝร ลวภธทฮ ฑธบะตวพ๎พ฿ วีดฯดู.
//
IN_000_000	Sword
IN_379_023	Spearhead Magic Wand (ไฟฟ้า)
IN_379_024	Spearhead Magic Wand (น้ำแข็ง)
IN_379_025	Grand Magic Wand (อัพเดท)
IN_379_026	Grand Magic Wand (ไฟ)
IN_379_027	Grand Magic Wand (ไฟฟ้า)
IN_379_028	Grand Magic Wand (น้ำแข็ง)
IN_379_029	Grand Magic Wand (พิษ)
IN_379_030	Grand Magic Wand (ไฟรุนแรง)
IN_379_031	Grand Magic Wand (ไฟฟ้ารุนแรง)
IN_379_032	Grand Magic Wand (น้ำแข็งรุนแรง)
IN_379_033	Grand Magic Wand (พิษรุนแรง)
IN_379_034	Forged Magic Wand (อัพเดท)
IN_379_035	Forged Magic Wand (ไฟ)
IN_379_036	Forged Magic Wand (ไฟฟ้า)
IN_379_037	Forged Magic Wand (น้ำแข็ง)
IN_379_038	Forged Magic Wand (พิษ)
IN_379_039	Forged Magic Wand (ไฟรุนแรง)
IN_379_040	Forged Magic Wand (ไฟฟ้ารุนแรง)
IN_379_041	Forged Magic Wand (น้ำแข็งรุนแรง)
IN_379_042	Forged Magic Wand (พิษรุนแรง)
IN_379_043	Emerald Magic Wand (อัพเดท)
IN_379_044	Emerald Magic Wand (ไฟ)
IN_379_045	Emerald Magic Wand (ไฟฟ้า)
IN_379_046	Emerald Magic Wand (น้ำแข็ง)
IN_379_047	Emerald Magic Wand (พิษ)
IN_379_048	Emerald Magic Wand (ไฟรุนแรง)
IN_379_049	Emerald Magic Wand (ไฟฟ้ารุนแรง)
IN_379_050	Emerald Magic Wand (น้ำแข็งรุนแรง)
IN_379_051	Emerald Magic Wand (พิษรุนแรง)
IN_379_052	Blade Magic Wand (อัพเดท)
IN_379_053	Blade Magic Wand (ไฟ)
IN_379_054	Blade Magic Wand (ไฟฟ้า)
IN_379_055	Blade Magic Wand (น้ำแข็ง)
IN_379_056	Blade Magic Wand (พิษ)
IN_379_057	Blade Magic Wand (ไฟรุนแรง)
IN_379_058	Blade Magic Wand (ไฟฟ้ารุนแรง)
IN_379_059	Blade Magic Wand (น้ำแข็งรุนแรง)
IN_379_060	Blade Magic Wand (พิษรุนแรง)
IN_379_061	Totemic Magic Wand (อัพเดท)
IN_379_062	Totemic Magic Wand (ไฟ)
IN_379_063	Totemic Magic Wand (ไฟฟ้า)
IN_379_064	Totemic Magic Wand (น้ำแข็ง)
IN_379_065	Totemic Magic Wand (พิษ)
IN_379_066	Totemic Magic Wand (ไฟรุนแรง)
IN_379_067	Totemic Magic Wand (ไฟฟ้ารุนแรง)
IN_379_068	Totemic Magic Wand (น้ำแข็งรุนแรง)
IN_379_069	Totemic Magic Wand (พิษรุนแรง)
IN_379_070	Ruby Magic Wand (อัพเดท)
IN_379_071	Ruby Magic Wand (ไฟ)
IN_379_072	Ruby Magic Wand (ไฟฟ้า)
IN_379_073	Ruby Magic Wand (น้ำแข็ง)
IN_379_074	Ruby Magic Wand (พิษ)
IN_379_075	Ruby Magic Wand (หิน)
IN_379_076	Ruby Magic Wand (ไฟรุนแรง)
IN_379_077	Ruby Magic Wand (ไฟฟ้ารุนแรง)
IN_379_078	Ruby Magic Wand (น้ำแข็งรุนแรง)
IN_379_079	Ruby Magic Wand (พิษรุนแรง)
IN_379_080	Ruby Magic Wand (หินรุนแรง)
IN_379_081	Phantom Magic Wand (อัพเดท)
IN_379_082	Phantom Magic Wand (ไฟ)
IN_379_083	Phantom Magic Wand (ไฟฟ้า)
IN_379_084	Phantom Magic Wand (น้ำแข็ง)
IN_379_085	Phantom Magic Wand (พิษ)
IN_379_086	Phantom Magic Wand (หิน)
IN_379_087	Phantom Magic Wand (ไฟรุนแรง)
IN_379_088	Phantom Magic Wand (ไฟฟ้ารุนแรง)
IN_379_089	Phantom Magic Wand (น้ำแข็งรุนแรง)
IN_379_090	Phantom Magic Wand (พิษรุนแรง)
IN_379_091	Phantom Magic Wand (หินรุนแรง)
IN_379_092	Dark Lord Magic Wand (อัพเดท)
IN_379_093	Dark Lord Magic Wand (ไฟ)
IN_379_094	Dark Lord Magic Wand (ไฟฟ้า)
IN_379_095	Dark Lord Magic Wand (น้ำแข็ง)
IN_379_096	Dark Lord Magic Wand (พิษ)
IN_379_097	Dark Lord Magic Wand (หิน)
IN_379_098	Dark Lord Magic Wand (ไฟรุนแรง)
IN_379_099	Dark Lord Magic Wand (ไฟฟ้ารุนแรง)
IN_379_100	Dark Lord Magic Wand (น้ำแข็งรุนแรง)
IN_379_101	Dark Lord Magic Wand (พิษรุนแรง)
IN_379_102	Dark Lord Magic Wand (หินรุนแรง)
IN_379_103	Tiger Claw Magic Wand (อัพเดท)
IN_379_104	Tiger Claw Magic Wand (ไฟ)
IN_379_105	Tiger Claw Magic Wand (ไฟฟ้า)
IN_379_106	Tiger Claw Magic Wand (น้ำแข็ง)
IN_379_107	Tiger Claw Magic Wand (พิษ)
IN_379_108	Tiger Claw Magic Wand (หิน)
IN_379_109	Tiger Claw Magic Wand (ไฟรุนแรง)
IN_379_110	Tiger Claw Magic Wand (ไฟฟ้ารุนแรง)
IN_379_111	Tiger Claw Magic Wand (น้ำแข็งรุนแรง)
IN_379_112	Tiger Claw Magic Wand (พิษรุนแรง)
IN_379_113	Tiger Claw Magic Wand (หินรุนแรง)
IN_380_000	 
IN_380_001	Skill Book Sand Dust
IN_380_002	Skill Book Card Throw
IN_380_003	Skill Book Flying Toy
IN_380_004	Skill Book Fanfare
IN_380_005	Skill Book Card Shower
IN_380_006	Skill Book Spring Punch
IN_380_007	Skill Book Cubic Bash
IN_380_008	Skill Book Foot Torture
IN_380_009	Skill Book Gold Chest
IN_380_010	Skill Book Full House Drive
IN_380_011	Skill Book Surprise
IN_380_012	Skill Book Psychokinesis
IN_380_013	Skill Book Card Explosion
IN_380_014	Skill Book Robotic Disrupter
IN_380_015	Skill Book Balloon
IN_380_016	Skill Book Miscellaneous
IN_380_017	Skill Book Joker's Prank
IN_380_018	Skill Book Dud Or Not
IN_380_019	Skill Book Body Cutter
IN_380_020	Skill Book Gold Rush
IN_380_021	Skill Book Angry Quack Quack
IN_380_022	Skill Book Whipped
IN_380_023	Skill Book Whip Slash
IN_380_024	Skill Book Swirling Whip
IN_380_025	Skill Book Animal Mastery
IN_380_026	Skill Book Order: Summon
IN_380_027	Skill Book Order: Return
IN_380_028	Skill Book Somersault Whip
IN_380_029	Skill Book Whipper Snapper
IN_380_030	Skill Book Taming Mastery
IN_380_031	Skill Book Smashing Sweep
IN_380_032	Skill Book Order: Step 1
IN_380_033	Skill Book Whip Dash
IN_380_034	Skill Book Sonic Boom
IN_380_035	Skill Book Cross Whip
IN_380_036	Skill Book Rising Whip
IN_380_037	Skill Book Order: Step 2
IN_380_038	Skill Book Deadly Snapper
IN_380_039	Skill Book Whip Explosion
IN_380_040	Skill Book Crescent Sweep
IN_380_041	Skill Book Order: Step 3
IN_380_042	Skill Book Punishing Wave
IN_380_043	Skill Book Lash Stomp
IN_380_044	Skill Book Order: Step 4
IN_380_045	Skill Book Whipping Artist
IN_380_046	Skill Book Glittering Bees
IN_380_047	Skill Book Swarming Locusts
IN_380_048	Skill Book Illusion Mastery
IN_380_049	Skill Book Pigeon Wing
IN_380_050	Skill Book Poison Bubble
IN_380_051	Skill Book Butterfly of Joy
IN_380_052	Skill Book Shooting Dice
IN_380_053	Skill Book Cloning
IN_380_054	Skill Book Insect Snare
IN_380_055	Skill Book Butterfly of Glory
IN_380_056	Skill Book Insect Tornado
IN_380_057	Skill Book Dark Clouds
IN_380_058	Skill Book Bliss of Bubble
IN_380_059	Skill Book Falling Dice
IN_380_060	Skill Book Bubble Shower
IN_380_061	Skill Book Cheer for Victory
IN_380_062	Skill Book Homing Bubble
IN_380_063	Skill Book Bubble Brust
IN_380_064	Skill Book Giant Dice
IN_380_065	Skill Book Cheer for Triumph
IN_380_066	Skill Book Lightening Rod
IN_380_067	Skill Book Magicknife Illusion
IN_380_068	Skill Book Scratch
IN_380_069	Skill Book Titan's Will
IN_380_070	Skill Book Bruise
IN_380_071	Skill Book Deft Hands
IN_380_072	Skill Book Lightened
IN_380_073	Skill Book Trumph Shield
IN_380_074	Skill Book Titan Force
IN_380_075	Skill Book Titan's Vigor
IN_380_076	Skill Book Showtime
IN_380_077	Skill Book Titan's Mettle
IN_380_078	Skill Book Titan's Arcanum
IN_380_081	Skill Book CP Wind Dust I
IN_380_082	Skill Book CP Wind Dust II
IN_380_083	Skill Book CP Wind Dust III
IN_380_084	Skill Book CP Wind Dust IV
IN_382_000	-----ฤซตๅ_ภๅย๘พฦภฬล-----
IN_382_001	ไพ่จักรพรรดิ I
IN_382_002	ไพ่ฤษี I
IN_382_003	ไพ่ดวงอาทิตย์ I
IN_382_004	ไพ่แห่งความยุติธรรม I
IN_382_005	ไพ่ดวงดาว I
IN_382_006	ไพ่จักรพรรดิ II
IN_382_007	ไพ่ฤษี II
IN_382_008	ไพ่ดวงอาทิตย์ II
IN_382_009	ไพ่แห่งความยุติธรรม II
IN_382_010	ไพ่ดวงดาว II
IN_382_011	ไพ่จักรพรรดิ III
IN_382_012	ไพ่ฤษี III
IN_382_013	ไพ่ดวงอาทิตย์ III
IN_382_014	ไพ่แห่งความยุติธรรม III
IN_382_015	ไพ่ดวงดาว III
IN_382_016	ไพ่จักรพรรดิ IV
IN_382_017	ไพ่ฤษี IV
IN_382_018	ไพ่ดวงอาทิตย์ IV
IN_382_019	ไพ่แห่งความยุติธรรม IV
IN_382_020	ไพ่ดวงดาว IV
IN_382_021	ไพ่กงล้อแห่งโชคชะตา I
IN_382_022	ไพ่อัศวิน I
IN_382_023	ไพ่คนห้อยหัว I
IN_382_024	ไพ่แห่งการเปลี่ยนแปลง I
IN_382_025	ไพ่ผู้หญิงแกร่ง I
IN_382_026	ไพ่กงล้อแห่งโชคชะตา II
IN_382_027	ไพ่อัศวิน II
IN_382_028	ไพ่คนห้อยหัว II
IN_382_029	ไพ่แห่งการเปลี่ยนแปลง II
IN_382_030	ไพ่ผู้หญิงแกร่ง II
IN_382_031	ไพ่กงล้อแห่งโชคชะตา III
IN_382_032	ไพ่อัศวิน III
IN_382_033	ไพ่คนห้อยหัว III
IN_382_034	ไพ่แห่งการเปลี่ยนแปลง III
IN_382_035	ไพ่ผู้หญิงแกร่ง III
IN_382_036	ไพ่กงล้อแห่งโชคชะตา IV
IN_382_037	ไพ่อัศวิน IV
IN_382_038	ไพ่คนห้อยหัว IV
IN_382_039	ไพ่แห่งการเปลี่ยนแปลง IV
IN_382_040	ไพ่ผู้หญิงแกร่ง IV
IN_382_041	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่จักรพรรดิ II
IN_382_042	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ฤษี II
IN_382_043	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ดวงอาทิตย์ II
IN_382_044	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่แห่งความยุติธรรม II
IN_382_045	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ดวงดาว II
IN_382_046	(แพ็คทาโร่ - ชุดที่ 1) กล่องสุ่มไพ่เกรด III
IN_382_047	(แพ็คทาโร่ - ชุดที่ 1) กล่องสุ่มไพ่เกรด IV
IN_382_048	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่กงล้อแห่งโชคชะตา II
IN_382_049	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่อัศวิน II
IN_382_050	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่คนห้อยหัว II
IN_382_051	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่แห่งการเปลี่ยนแปลง II
IN_382_052	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่ผู้หญิงแกร่ง II
IN_382_053	(แพ็คทาโร่ - ชุดที่ 2) กล่องสุ่มไพ่เกรด III
IN_382_054	(แพ็คทาโร่ - ชุดที่ 2) กล่องสุ่มไพ่เกรด IV
IN_382_055	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่จักรพรรดิ IV
IN_382_056	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ฤษี IV
IN_382_057	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ดวงอาทิตย์ IV
IN_382_058	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่แห่งความยุติธรรม IV
IN_382_059	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ดวงดาว IV
IN_382_060	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่กงล้อแห่งโชคชะตา IV
IN_382_061	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่อัศวิน IV
IN_382_062	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่คนห้อยหัว IV
IN_382_063	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่แห่งการเปลี่ยนแปลง IV
IN_382_064	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่ผู้หญิงแกร่ง IV
IN_382_065	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่จักรพรรดิ III
IN_382_066	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ฤษี III
IN_382_067	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ดวงอาทิตย์ III
IN_382_068	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่แห่งความยุติธรรม III
IN_382_069	(แพ็คทาโร่ - ชุดที่ 1) กล่องไพ่ดวงดาว III
IN_382_070	(แพ็คทาโร่ - ชุดที่ 1) กล่องสุ่มไพ่เกรด II
IN_382_071	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่กงล้อแห่งโชคชะตา III
IN_382_072	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่อัศวิน III
IN_382_073	(แพ็คทาโร่ - ชุดที่ 2) พล่องไพ่คนห้อยหัว III
IN_382_074	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่แห่งการเปลี่ยนแปลง III
IN_382_075	(แพ็คทาโร่ - ชุดที่ 2) กล่องไพ่ผู้หญิงแกร่ง III
IN_382_076	(แพ็คทาโร่ - ชุดที่ 2) กล่องสุ่มไพ่เกรด II
IN_383_000	--- Head.B 11F Drop Item --- (4H)
IN_383_001	หมัด Light Xuan Wu [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_002	หมัด Light Xuan Wu [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_003	หมัด Light Xuan Wu [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_004	หมัด Light Xuan Wu [พิษรุนแรง] (4 ชั่วโมง)
IN_383_005	หมัด Light Xuan Wu [หินรุนแรง] (4 ชั่วโมง)
IN_383_006	ดาบ Light Tian Wu [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_007	ดาบ Light Tian Wu [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_008	ดาบ Light Tian Wu [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_009	ดาบ Light Tian Wu [พิษรุนแรง] (4 ชั่วโมง)
IN_383_010	ดาบ Light Tian Wu [หินรุนแรง] (4 ชั่วโมง)
IN_383_011	ธนู Light Upgraded Genie [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_012	ธนู Light Upgraded Genie [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_013	ธนู Light Upgraded Genie [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_014	ธนู Light Upgraded Genie [พิษรุนแรง] (4 ชั่วโมง)
IN_383_015	ธนู Light Upgraded Genie [หินรุนแรง] (4 ชั่วโมง)
IN_383_016	หมัด Xuan Wu [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_017	หมัด Xuan Wu [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_018	หมัด Xuan Wu [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_019	หมัด Xuan Wu [พิษรุนแรง] (4 ชั่วโมง)
IN_383_020	หมัด Xuan Wu [หินรุนแรง] (4 ชั่วโมง)
IN_383_021	ดาบ Ganjang [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_022	ดาบ Ganjang [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_023	ดาบ Ganjang [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_024	ดาบ Ganjang [พิษรุนแรง] (4 ชั่วโมง)
IN_383_025	ดาบ GanJang [หินรุนแรง] (4 ชั่วโมง)
IN_383_026	มีด Kitchen [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_027	มีด Kitchen [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_028	มีด Kitchen [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_029	มีด Kitchen [พิษรุนแรง] (4 ชั่วโมง)
IN_383_030	มีด Kitchen [หินรุนแรง] (4 ชั่วโมง)
IN_383_031	ธนู Upgraded Horn [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_032	ธนู Upgraded Horn [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_033	ธนู Upgraded Horn [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_034	ธนู Upgraded Horn [พิษรุนแรง] (4 ชั่วโมง)
IN_383_035	ธนู Upgraded Genie [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_036	ธนู Upgraded Genie [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_037	ธนู Upgraded Genie [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_038	ธนู Upgraded Genie [พิษรุนแรง] (4 ชั่วโมง)
IN_383_039	ธนู Upgraded Horn [หินรุนแรง] (4 ชั่วโมง)
IN_383_040	ธนู Upgraded Genie [หินรุนแรง] (4 ชั่วโมง)
IN_383_041	หอก Fierce [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_042	หอก Fierce [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_043	หอก Fierce [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_044	หอก Fierce [พิษรุนแรง] (4 ชั่วโมง)
IN_383_045	คทา Iron God [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_046	คทา Iron God [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_047	คทา Iron God [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_048	คทา Iron God [พิษรุนแรง] (4 ชั่วโมง)
IN_383_049	หอก Fierce [หินรุนแรง] (4 ชั่วโมง)
IN_383_050	คทา Iron God [หินรุนแรง] (4 ชั่วโมง)
IN_383_051	หอก Fierce [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_052	หอก Fierce [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
IN_383_053	หอก Fierce [น้ำแข็งรุนแรง] (4 ชั่วโมง)
IN_383_054	หอก Fierce [พิษรุนแรง] (4 ชั่วโมง)
IN_383_055	หอก Fierce [หินรุนแรง] (4 ชั่วโมง)
IN_383_056	หมัด Heavy Silver [ไฟรุนแรง] (4 ชั่วโมง)
IN_383_057	หมัด Heavy Silver [ไฟฟ้ารุนแรง] (4 ชั่วโมง)
